payment_id,order_id,amount,payment_date,payment_status,card_number
PAY0003312,ORD0003312,127125.65,2025-11-26,Refunded,************3512
PAY0003330,ORD0003330,103887.24,2025-08-03,Refunded,************3505
PAY0003345,ORD0003345,7220.73,2025-02-22,Refunded,************5068
PAY0003362,ORD0003362,30480.5,2026-04-22,Refunded,************6578
PAY0003369,ORD0003369,59134.35,2026-05-17,Refunded,************5074
PAY0003411,ORD0003411,19650.4,2025-07-24,Failed,************9544
PAY0003417,ORD0003417,103771.5,2025-08-15,Refunded,************6100
PAY0003445,ORD0003445,37763.96,2025-01-31,Success,************3516
PAY0003478,ORD0003478,16664.08,2025-07-14,Failed,************1907
PAY0003490,ORD0003490,87554.82,2025-06-13,Success,************0143
PAY0003491,ORD0003491,30425.44,2024-12-21,Refunded,************2951
PAY0002639,ORD0002639,85427.0,2025-10-20,Refunded,************0866
PAY0002641,ORD0002641,87590.49,2026-01-26,Failed,************8504
PAY0002667,ORD0002667,73548.64,2025-05-03,Failed,************6094
PAY0002672,ORD0002672,23441.16,2025-03-15,Failed,************8654
PAY0002783,ORD0002783,78841.9,2026-02-04,Refunded,************8342
PAY0002787,ORD0002787,44174.2,2026-01-09,Failed,************5510
PAY0002853,ORD0002853,65656.05,2025-03-08,Success,************7548
PAY0002868,ORD0002868,18086.5,2024-12-05,Refunded,************4387
PAY0002880,ORD0002880,25761.43,2025-01-20,Refunded,************2137
PAY0002883,ORD0002883,107750.35,2026-02-15,Refunded,************3437
PAY0002894,ORD0002894,2272.64,2025-12-18,Failed,************6492
PAY0002939,ORD0002939,12842.08,2024-09-30,Success,************4247
PAY0002996,ORD0002996,61279.29,2025-08-07,Failed,************2879
PAY0003052,ORD0003052,48489.75,2026-02-18,Refunded,************4768
PAY0003061,ORD0003061,2655.18,2025-06-17,Success,************4515
PAY0003066,ORD0003066,103612.75,2026-05-09,Failed,************5841
PAY0003071,ORD0003071,18818.64,2025-04-06,Failed,************5292
PAY0003084,ORD0003084,8074.6,2025-06-13,Failed,************9714
PAY0003111,ORD0003111,2848.13,2024-08-16,Success,************4339
PAY0003127,ORD0003127,3563.06,2026-07-03,Failed,************4831
PAY0003135,ORD0003135,136660.2,2025-10-24,Refunded,************8886
PAY0003158,ORD0003158,20929.14,2026-02-03,Success,************2381
PAY0003174,ORD0003174,19023.05,2026-01-17,Failed,************9802
PAY0003206,ORD0003206,8452.48,2026-06-14,Success,************9876
PAY0003227,ORD0003227,7666.26,2025-05-08,Failed,************5583
PAY0003271,ORD0003271,39728.18,2025-06-07,Refunded,************2642
PAY0003335,ORD0003335,13221.55,2026-01-22,Success,************2517
PAY0003346,ORD0003346,15596.54,2024-10-28,Refunded,************3142
PAY0003348,ORD0003348,461.96,2024-11-15,Failed,************0171
PAY0003388,ORD0003388,10194.75,2025-03-22,Refunded,************8324
PAY0003394,ORD0003394,34921.26,2026-01-29,Refunded,************9390
PAY0003407,ORD0003407,35818.26,2026-01-11,Failed,************9673
PAY0003460,ORD0003460,31027.92,2025-09-01,Refunded,************9576
PAY0003471,ORD0003471,37709.38,2025-02-19,Success,************4773
PAY0003485,ORD0003485,25198.3,2025-11-05,Failed,************4701
PAY0003487,ORD0003487,40613.26,2024-11-09,Success,************4931
PAY0003488,ORD0003488,103045.72,2025-10-30,Refunded,************9762
PAY0002633,ORD0002633,40954.28,2025-02-26,Success,************9250
PAY0002659,ORD0002659,29263.68,2026-04-03,Failed,************2873
PAY0002660,ORD0002660,12177.84,2024-07-22,Failed,************8964
PAY0002668,ORD0002668,14946.69,2025-08-21,Refunded,************3952
PAY0002671,ORD0002671,109328.16,2025-12-04,Failed,************8654
PAY0002707,ORD0002707,141939.55,2024-10-12,Refunded,************9515
PAY0002713,ORD0002713,79218.48,2024-12-19,Refunded,************2944
PAY0002729,ORD0002729,99476.92,2024-10-19,Failed,************5074
PAY0002762,ORD0002762,23515.2,2025-09-18,Refunded,************1960
PAY0002763,ORD0002763,45216.25,2024-11-20,Success,************5379
PAY0002789,ORD0002789,23195.97,2024-10-16,Success,************2184
PAY0002808,ORD0002808,61950.54,2025-09-25,Failed,************7501
PAY0002834,ORD0002834,14955.53,2025-12-25,Failed,************3885
PAY0002843,ORD0002843,40299.78,2026-03-29,Failed,************1585
PAY0002847,ORD0002847,17380.15,2024-12-12,Failed,************8866
PAY0002856,ORD0002856,45487.72,2024-11-03,Failed,************4577
PAY0002861,ORD0002861,121013.05,2025-02-09,Failed,************8859
PAY0002864,ORD0002864,17821.57,2025-04-16,Refunded,************8771
PAY0002870,ORD0002870,3482.44,2025-03-28,Success,************3164
PAY0002890,ORD0002890,104588.96,2024-12-25,Success,************0256
PAY0002899,ORD0002899,67041.0,2025-10-12,Failed,************2758
PAY0002914,ORD0002914,73560.48,2025-09-05,Refunded,************0419
PAY0002923,ORD0002923,77284.29,2025-01-19,Success,************8883
PAY0002945,ORD0002945,42767.56,2024-08-22,Refunded,************9786
PAY0002967,ORD0002967,12123.32,2026-02-15,Failed,************0812
PAY0002974,ORD0002974,287.57,2024-12-09,Refunded,************8646
PAY0002982,ORD0002982,22442.29,2026-07-12,Success,************2816
PAY0003001,ORD0003001,51192.85,2025-11-23,Success,************9283
PAY0003040,ORD0003040,37763.96,2025-03-07,Refunded,************0049
PAY0003042,ORD0003042,74870.72,2026-06-28,Refunded,************8119
PAY0003082,ORD0003082,51479.31,2026-05-26,Failed,************7515
PAY0003128,ORD0003128,11757.6,2026-06-29,Success,************0994
PAY0003217,ORD0003217,95281.6,2025-11-04,Failed,************4804
PAY0003245,ORD0003245,13182.95,2024-07-31,Success,************0454
PAY0003251,ORD0003251,6417.51,2025-11-21,Success,************4970
PAY0003261,ORD0003261,36495.6,2026-03-04,Refunded,************9887
PAY0003268,ORD0003268,7551.56,2025-04-09,Refunded,************0872
PAY0003275,ORD0003275,1781.53,2026-06-13,Failed,************0416
PAY0003301,ORD0003301,3408.96,2026-02-18,Refunded,************0452
PAY0003305,ORD0003305,56575.44,2026-07-03,Success,************4775
PAY0003334,ORD0003334,80437.36,2024-09-17,Success,************3453
PAY0003361,ORD0003361,17159.77,2024-09-13,Refunded,************1397
PAY0003366,ORD0003366,23884.04,2026-04-21,Refunded,************3591
PAY0003373,ORD0003373,24035.56,2025-01-30,Failed,************2666
PAY0003377,ORD0003377,9181.44,2025-09-01,Failed,************2695
PAY0003379,ORD0003379,62414.08,2025-06-24,Refunded,************8577
PAY0003454,ORD0003454,11392.52,2025-02-04,Failed,************1977
PAY0003468,ORD0003468,80720.5,2026-07-01,Success,************5490
PAY0003496,ORD0003496,3982.77,2025-06-16,Failed,************1268
PAY0002642,ORD0002642,22192.54,2025-03-03,Failed,************1405
PAY0002669,ORD0002669,85427.0,2025-01-15,Refunded,************0961
PAY0002682,ORD0002682,17159.77,2025-06-09,Success,************5390
PAY0002709,ORD0002709,101917.0,2025-03-02,Refunded,************1620
PAY0002712,ORD0002712,29093.85,2024-08-21,Success,************6655
PAY0002731,ORD0002731,16610.56,2026-03-24,Refunded,************9988
PAY0002744,ORD0002744,76888.08,2025-03-21,Refunded,************0115
PAY0002760,ORD0002760,47253.0,2024-09-20,Refunded,************4508
PAY0002772,ORD0002772,2160.75,2025-06-04,Failed,************0556
PAY0002775,ORD0002775,19307.8,2024-08-05,Failed,************8010
PAY0002802,ORD0002802,59566.62,2024-08-19,Failed,************2219
PAY0002827,ORD0002827,50280.75,2025-01-04,Refunded,************5591
PAY0002842,ORD0002842,53049.56,2025-11-27,Refunded,************2724
PAY0002859,ORD0002859,48220.46,2025-05-11,Success,************9029
PAY0002872,ORD0002872,31152.15,2025-10-27,Success,************5876
PAY0002940,ORD0002940,43257.26,2025-06-07,Refunded,************9106
PAY0002951,ORD0002951,17636.4,2026-05-05,Refunded,************1206
PAY0002968,ORD0002968,5182.64,2026-05-21,Success,************9464
PAY0002972,ORD0002972,6867.92,2026-07-05,Refunded,************1438
PAY0002975,ORD0002975,70833.66,2025-08-09,Success,************5238
PAY0002983,ORD0002983,36780.24,2026-02-03,Refunded,************1560
PAY0003006,ORD0003006,83587.11,2026-05-29,Refunded,************0413
PAY0003026,ORD0003026,925.26,2024-08-12,Refunded,************7908
PAY0003030,ORD0003030,64580.56,2025-04-08,Refunded,************7120
PAY0003037,ORD0003037,15154.15,2026-05-17,Refunded,************8411
PAY0003041,ORD0003041,75907.56,2026-03-23,Refunded,************6498
PAY0003047,ORD0003047,17980.48,2024-10-11,Refunded,************1956
PAY0003049,ORD0003049,1385.88,2026-01-21,Success,************4505
PAY0003058,ORD0003058,67041.0,2024-10-04,Refunded,************2123
PAY0003096,ORD0003096,15050.85,2025-03-03,Success,************7973
PAY0003100,ORD0003100,25177.52,2025-08-30,Refunded,************0462
PAY0003142,ORD0003142,41681.56,2026-06-02,Success,************6657
PAY0003202,ORD0003202,27267.87,2026-03-14,Success,************0558
PAY0003224,ORD0003224,94409.9,2025-08-01,Refunded,************7579
PAY0003281,ORD0003281,29690.54,2026-03-19,Failed,************1558
PAY0003297,ORD0003297,89550.0,2026-05-17,Failed,************6463
PAY0003309,ORD0003309,44535.81,2026-05-01,Refunded,************6223
PAY0003310,ORD0003310,70412.28,2025-11-25,Refunded,************0505
PAY0003341,ORD0003341,7465.38,2025-04-14,Success,************6258
PAY0003358,ORD0003358,86594.65,2026-02-06,Failed,************7246
PAY0003364,ORD0003364,34436.79,2025-03-08,Failed,************7448
PAY0003398,ORD0003398,88249.3,2026-07-10,Success,************6062
PAY0003408,ORD0003408,14004.81,2025-12-20,Success,************3892
PAY0003422,ORD0003422,28497.74,2025-07-21,Refunded,************4018
PAY0003438,ORD0003438,4876.09,2025-11-19,Success,************4228
PAY0003439,ORD0003439,40652.0,2025-06-01,Success,************1390
PAY0003444,ORD0003444,79456.36,2025-05-13,Success,************8188
PAY0003458,ORD0003458,119400.0,2025-03-06,Failed,************7282
PAY0003466,ORD0003466,84075.44,2024-10-07,Refunded,************1610
PAY0002646,ORD0002646,28583.8,2024-11-11,Failed,************0584
PAY0002648,ORD0002648,59210.8,2024-11-04,Failed,************4024
PAY0002675,ORD0002675,22366.91,2026-04-05,Refunded,************2882
PAY0002683,ORD0002683,5519.24,2025-01-26,Success,************4484
PAY0002687,ORD0002687,33185.6,2026-03-05,Success,************2509
PAY0002708,ORD0002708,27596.2,2026-04-12,Success,************2190
PAY0002714,ORD0002714,64580.56,2025-04-13,Failed,************1025
PAY0002737,ORD0002737,41946.76,2025-08-27,Failed,************7663
PAY0002757,ORD0002757,55578.96,2025-04-17,Failed,************0969
PAY0002764,ORD0002764,59700.0,2025-11-11,Failed,************3789
PAY0002778,ORD0002778,34875.72,2026-03-08,Success,************1488
PAY0002785,ORD0002785,38991.35,2024-10-11,Failed,************6189
PAY0002796,ORD0002796,99582.2,2025-12-29,Refunded,************4756
PAY0002797,ORD0002797,30101.7,2026-03-11,Success,************8002
PAY0002803,ORD0002803,12017.78,2025-08-01,Failed,************6363
PAY0002804,ORD0002804,23341.35,2025-03-07,Refunded,************1949
PAY0002811,ORD0002811,70165.72,2024-11-10,Success,************8280
PAY0002818,ORD0002818,31829.75,2025-02-28,Refunded,************9595
PAY0002822,ORD0002822,27596.2,2024-09-27,Failed,************8018
PAY0002848,ORD0002848,15332.52,2026-05-31,Failed,************2555
PAY0002857,ORD0002857,35674.82,2024-12-03,Refunded,************7095
PAY0002888,ORD0002888,40524.0,2025-04-27,Refunded,************6678
PAY0002921,ORD0002921,6482.25,2024-08-18,Refunded,************5904
PAY0002936,ORD0002936,30927.96,2026-03-18,Refunded,************4131
PAY0002937,ORD0002937,113740.85,2025-10-27,Refunded,************1505
PAY0002950,ORD0002950,25889.16,2024-10-26,Refunded,************2878
PAY0002962,ORD0002962,24911.15,2025-07-12,Failed,************9421
PAY0002976,ORD0002976,13876.65,2025-07-08,Failed,************0179
PAY0002990,ORD0002990,18663.45,2025-06-10,Failed,************0081
PAY0003018,ORD0003018,7315.92,2024-10-22,Refunded,************6942
PAY0003039,ORD0003039,116739.76,2024-08-12,Refunded,************3192
PAY0003043,ORD0003043,52381.89,2025-02-12,Failed,************4932
PAY0003053,ORD0003053,51943.62,2024-12-01,Success,************6593
PAY0003054,ORD0003054,90982.2,2025-11-10,Refunded,************6892
PAY0003088,ORD0003088,34875.72,2026-03-30,Failed,************9609
PAY0003099,ORD0003099,22581.1,2025-09-22,Failed,************5364
PAY0003113,ORD0003113,22167.8,2024-11-25,Success,************9413
PAY0003162,ORD0003162,42875.7,2026-05-24,Success,************7660
PAY0003163,ORD0003163,19010.43,2026-01-17,Failed,************5920
PAY0003165,ORD0003165,13641.24,2024-10-26,Refunded,************5894
PAY0003176,ORD0003176,54730.08,2025-05-04,Success,************6997
PAY0003188,ORD0003188,48625.2,2024-10-14,Refunded,************8298
PAY0003201,ORD0003201,12696.79,2025-09-22,Refunded,************3572
PAY0003211,ORD0003211,22711.21,2024-11-27,Refunded,************1856
PAY0003220,ORD0003220,113556.05,2025-02-07,Success,************9712
PAY0003225,ORD0003225,12956.6,2025-11-11,Failed,************3588
PAY0003228,ORD0003228,20383.4,2025-04-17,Success,************5647
PAY0003244,ORD0003244,95536.16,2025-09-14,Success,************7720
PAY0003246,ORD0003246,16610.56,2025-07-20,Failed,************3149
PAY0003286,ORD0003286,72060.09,2025-02-23,Failed,************5942
PAY0003299,ORD0003299,48405.22,2026-04-07,Failed,************9235
PAY0003313,ORD0003313,11101.32,2026-03-27,Success,************9620
PAY0003316,ORD0003316,4914.48,2024-11-02,Success,************5428
PAY0003355,ORD0003355,25684.16,2025-02-15,Success,************9431
PAY0003357,ORD0003357,22078.27,2025-11-22,Success,************2290
PAY0003371,ORD0003371,99582.2,2026-02-09,Success,************9443
PAY0003400,ORD0003400,9465.16,2024-11-28,Failed,************8127
PAY0003440,ORD0003440,13769.31,2025-07-20,Failed,************3875
PAY0003475,ORD0003475,44156.54,2024-10-06,Failed,************5917
PAY0003497,ORD0003497,11681.79,2024-09-02,Failed,************0154
PAY0002653,ORD0002653,4644.33,2026-03-03,Refunded,************6479
PAY0002662,ORD0002662,26446.3,2025-03-26,Failed,************4385
PAY0002686,ORD0002686,10486.69,2025-10-18,Refunded,************5953
PAY0002697,ORD0002697,47790.4,2025-05-04,Refunded,************9848
PAY0002701,ORD0002701,82890.2,2024-07-17,Refunded,************8221
PAY0002703,ORD0002703,72155.2,2024-12-10,Failed,************8257
PAY0002717,ORD0002717,15513.96,2025-05-10,Failed,************8500
PAY0002740,ORD0002740,56645.94,2025-11-05,Failed,************7070
PAY0002779,ORD0002779,85728.69,2025-01-11,Refunded,************7810
PAY0002805,ORD0002805,13002.98,2026-03-27,Refunded,************0518
PAY0002867,ORD0002867,59738.0,2026-02-12,Failed,************2713
PAY0002912,ORD0002912,75990.15,2026-03-29,Refunded,************3822
PAY0002917,ORD0002917,15240.25,2024-11-10,Refunded,************2157
PAY0002925,ORD0002925,35674.82,2026-05-15,Success,************3923
PAY0002933,ORD0002933,130736.2,2025-09-27,Refunded,************3340
PAY0002938,ORD0002938,71286.28,2025-01-24,Success,************2349
PAY0002966,ORD0002966,25968.61,2026-06-20,Failed,************7727
PAY0002981,ORD0002981,58408.95,2024-07-21,Success,************3013
PAY0003010,ORD0003010,87554.82,2024-12-06,Refunded,************8742
PAY0003019,ORD0003019,18526.32,2026-04-12,Refunded,************3889
PAY0003038,ORD0003038,18663.45,2025-08-06,Success,************1292
PAY0003065,ORD0003065,59552.9,2026-06-19,Failed,************0484
PAY0003122,ORD0003122,54020.98,2025-04-27,Success,************6431
PAY0003130,ORD0003130,57441.63,2026-01-18,Failed,************8114
PAY0003197,ORD0003197,138223.0,2026-05-23,Refunded,************4077
PAY0003200,ORD0003200,47208.36,2026-04-26,Failed,************6931
PAY0003223,ORD0003223,49006.72,2026-02-23,Success,************9188
PAY0003235,ORD0003235,22176.14,2024-09-23,Refunded,************0211
PAY0003328,ORD0003328,17478.44,2025-04-08,Failed,************1074
PAY0003329,ORD0003329,82095.12,2024-11-30,Refunded,************4609
PAY0003338,ORD0003338,6796.5,2026-05-19,Success,************8053
PAY0003349,ORD0003349,21113.78,2025-12-08,Failed,************7848
PAY0003383,ORD0003383,85798.85,2026-02-14,Success,************0567
PAY0003397,ORD0003397,101917.0,2025-10-20,Failed,************7906
PAY0003409,ORD0003409,15513.96,2025-07-15,Refunded,************3526
PAY0003412,ORD0003412,8325.99,2024-12-03,Success,************2586
PAY0003414,ORD0003414,84092.2,2024-12-21,Refunded,************4831
PAY0003419,ORD0003419,41947.46,2026-05-05,Failed,************2763
PAY0003420,ORD0003420,14802.7,2024-07-26,Refunded,************1590
PAY0003476,ORD0003476,19023.05,2025-06-26,Refunded,************0021
PAY0003494,ORD0003494,64798.0,2025-05-23,Refunded,************7261
PAY0002631,ORD0002631,77403.08,2025-06-07,Failed,************6076
PAY0002638,ORD0002638,62240.13,2026-03-06,Refunded,************0414
PAY0002644,ORD0002644,3096.22,2025-06-28,Refunded,************4041
PAY0002702,ORD0002702,41287.15,2026-02-18,Refunded,************0229
PAY0002720,ORD0002720,29783.31,2026-07-01,Success,************3069
PAY0002781,ORD0002781,29005.35,2025-12-06,Failed,************0619
PAY0002790,ORD0002790,14930.76,2024-09-18,Refunded,************5240
PAY0002815,ORD0002815,22219.95,2025-11-19,Failed,************0442
PAY0002833,ORD0002833,70412.28,2026-01-01,Success,************4784
PAY0002863,ORD0002863,30925.62,2025-04-06,Refunded,************0324
PAY0002879,ORD0002879,25602.45,2026-02-03,Failed,************2634
PAY0002919,ORD0002919,10240.98,2025-10-22,Failed,************5598
PAY0002932,ORD0002932,32075.67,2024-10-23,Refunded,************0082
PAY0002935,ORD0002935,63241.47,2025-12-21,Success,************9317
PAY0002943,ORD0002943,37860.64,2026-01-17,Failed,************4744
PAY0002947,ORD0002947,23441.16,2025-11-24,Failed,************4262
PAY0002977,ORD0002977,23639.75,2026-05-22,Success,************9337
PAY0002985,ORD0002985,127125.65,2026-06-09,Refunded,************9035
PAY0003000,ORD0003000,14183.85,2025-05-03,Refunded,************8605
PAY0003021,ORD0003021,18196.44,2026-03-15,Success,************2103
PAY0003029,ORD0003029,22176.14,2025-12-27,Success,************6657
PAY0003064,ORD0003064,47840.64,2026-02-15,Refunded,************7998
PAY0003102,ORD0003102,96080.12,2024-11-19,Failed,************9415
PAY0003103,ORD0003103,79456.36,2026-03-24,Failed,************3596
PAY0003109,ORD0003109,30044.45,2024-10-26,Failed,************1613
PAY0003115,ORD0003115,24563.0,2025-05-19,Failed,************5600
PAY0003123,ORD0003123,19504.36,2026-03-07,Refunded,************4768
PAY0003125,ORD0003125,2794.43,2025-04-06,Refunded,************2638
PAY0003132,ORD0003132,7740.55,2025-11-10,Success,************7887
PAY0003136,ORD0003136,73959.78,2026-04-22,Success,************7361
PAY0003180,ORD0003180,112905.5,2025-06-05,Failed,************4140
PAY0003186,ORD0003186,57264.81,2026-04-19,Refunded,************8105
PAY0003199,ORD0003199,7086.68,2025-04-15,Success,************1676
PAY0003203,ORD0003203,27754.05,2026-01-21,Success,************5656
PAY0003236,ORD0003236,38444.04,2025-01-26,Refunded,************1738
PAY0003242,ORD0003242,10365.28,2026-05-30,Failed,************3209
PAY0003278,ORD0003278,41946.76,2025-11-05,Refunded,************3216
PAY0003282,ORD0003282,81226.52,2026-05-18,Refunded,************5875
PAY0003287,ORD0003287,35643.14,2026-06-16,Failed,************0006
PAY0003295,ORD0003295,22957.86,2025-04-25,Success,************5599
PAY0003296,ORD0003296,46590.72,2025-01-08,Failed,************1445
PAY0003304,ORD0003304,26443.1,2025-01-02,Failed,************2211
PAY0003311,ORD0003311,6294.38,2025-04-27,Failed,************8787
PAY0003325,ORD0003325,131644.7,2025-10-26,Failed,************9739
PAY0003326,ORD0003326,145924.7,2025-05-22,Refunded,************4886
PAY0003331,ORD0003331,61950.54,2025-10-20,Refunded,************5993
PAY0003359,ORD0003359,47640.8,2025-06-13,Failed,************9665
PAY0003380,ORD0003380,2655.18,2026-01-26,Refunded,************7236
PAY0003425,ORD0003425,2176.68,2025-11-25,Success,************2219
PAY0003427,ORD0003427,4047.2,2024-09-23,Refunded,************6592
PAY0003473,ORD0003473,31207.04,2024-10-02,Refunded,************7544
PAY0002658,ORD0002658,93351.8,2026-01-18,Success,************8669
PAY0002666,ORD0002666,12498.06,2026-01-01,Refunded,************6536
PAY0002670,ORD0002670,10238.57,2024-08-17,Failed,************5616
PAY0002678,ORD0002678,59381.08,2025-12-31,Success,************1471
PAY0002692,ORD0002692,30396.06,2025-11-16,Refunded,************1181
PAY0002706,ORD0002706,17603.07,2025-09-11,Failed,************8506
PAY0002736,ORD0002736,862.71,2025-12-09,Refunded,************2284
PAY0002745,ORD0002745,16514.86,2025-02-03,Failed,************3699
PAY0002771,ORD0002771,48544.12,2025-03-16,Refunded,************4005
PAY0002792,ORD0002792,15332.52,2024-11-14,Success,************0383
PAY0002806,ORD0002806,36579.6,2025-09-16,Failed,************5310
PAY0002826,ORD0002826,38659.95,2025-01-08,Failed,************2453
PAY0002836,ORD0002836,17603.07,2026-04-02,Failed,************3572
PAY0002850,ORD0002850,31193.08,2025-12-16,Refunded,************9245
PAY0002882,ORD0002882,850.17,2026-02-18,Failed,************0565
PAY0002954,ORD0002954,1011.8,2024-12-22,Failed,************7106
PAY0002973,ORD0002973,26485.7,2025-04-20,Success,************2817
PAY0002986,ORD0002986,139311.85,2026-07-08,Success,************0747
PAY0002991,ORD0002991,76201.25,2026-06-01,Failed,************0070
PAY0002995,ORD0002995,95789.6,2024-12-08,Refunded,************6671
PAY0003016,ORD0003016,45032.98,2026-07-01,Failed,************8324
PAY0003020,ORD0003020,113964.85,2024-09-20,Success,************3092
PAY0003024,ORD0003024,76699.8,2025-02-20,Success,************5816
PAY0003033,ORD0003033,12136.03,2025-10-12,Failed,************9839
PAY0003055,ORD0003055,6008.89,2025-05-03,Refunded,************0610
PAY0003056,ORD0003056,33690.56,2026-02-28,Success,************8073
PAY0003069,ORD0003069,30425.44,2025-08-04,Refunded,************9696
PAY0003077,ORD0003077,39609.24,2025-06-03,Success,************7936
PAY0003086,ORD0003086,16845.28,2026-06-02,Success,************7856
PAY0003094,ORD0003094,10486.69,2026-02-14,Refunded,************0986
PAY0003101,ORD0003101,7086.68,2025-03-21,Failed,************1403
PAY0003177,ORD0003177,58359.33,2025-09-08,Success,************9283
PAY0003187,ORD0003187,15240.25,2025-10-24,Failed,************0096
PAY0003191,ORD0003191,48342.25,2025-01-28,Refunded,************1168
PAY0003193,ORD0003193,49006.72,2025-11-09,Failed,************6323
PAY0003212,ORD0003212,33986.76,2026-07-15,Success,************7959
PAY0003221,ORD0003221,56741.58,2025-12-07,Failed,************1440
PAY0003238,ORD0003238,27010.49,2025-05-10,Success,************0765
PAY0003263,ORD0003263,44032.92,2026-07-02,Refunded,************8056
PAY0003272,ORD0003272,77115.69,2024-09-15,Success,************8190
PAY0003289,ORD0003289,85454.24,2026-02-27,Refunded,************3403
PAY0003298,ORD0003298,106817.8,2025-11-06,Success,************8547
PAY0003323,ORD0003323,41681.56,2025-07-28,Success,************3640
PAY0003332,ORD0003332,55077.24,2026-05-22,Success,************5776
PAY0003352,ORD0003352,39728.18,2025-11-27,Refunded,************0022
PAY0003372,ORD0003372,104116.2,2024-10-14,Failed,************4567
PAY0003375,ORD0003375,33185.6,2024-09-09,Failed,************3447
PAY0003387,ORD0003387,35906.4,2024-09-23,Failed,************7681
PAY0003415,ORD0003415,121701.76,2025-03-07,Failed,************7679
PAY0003493,ORD0003493,141438.6,2026-05-08,Failed,************9808
PAY0002679,ORD0002679,128807.15,2025-01-07,Success,************8344
PAY0002680,ORD0002680,25761.43,2026-07-16,Success,************5237
PAY0002700,ORD0002700,22475.6,2025-03-29,Success,************2913
PAY0002710,ORD0002710,74472.0,2024-07-31,Failed,************1342
PAY0002726,ORD0002726,8739.22,2026-04-20,Success,************0271
PAY0002739,ORD0002739,21947.76,2026-01-20,Success,************9716
PAY0002749,ORD0002749,84321.96,2025-11-19,Failed,************3955
PAY0002809,ORD0002809,23515.2,2025-03-14,Refunded,************4518
PAY0002821,ORD0002821,127125.65,2026-06-22,Failed,************0160
PAY0002875,ORD0002875,61871.43,2024-09-03,Failed,************7730
PAY0002881,ORD0002881,46388.43,2026-01-20,Failed,************8297
PAY0002902,ORD0002902,22366.91,2026-02-15,Failed,************4180
PAY0002905,ORD0002905,47307.48,2025-08-27,Success,************3235
PAY0002926,ORD0002926,66659.85,2024-11-24,Success,************3301
PAY0002927,ORD0002927,3624.42,2024-09-02,Failed,************2690
PAY0002946,ORD0002946,21947.76,2025-01-29,Failed,************6477
PAY0002948,ORD0002948,86391.6,2026-04-15,Success,************8511
PAY0002957,ORD0002957,24503.36,2026-01-12,Success,************2419
PAY0002960,ORD0002960,47225.85,2025-10-12,Refunded,************2603
PAY0002963,ORD0002963,17541.43,2025-05-12,Refunded,************5860
PAY0002978,ORD0002978,21543.84,2025-02-03,Success,************2572
PAY0003002,ORD0003002,7813.72,2026-03-30,Success,************1516
PAY0003022,ORD0003022,19160.18,2025-01-28,Refunded,************7155
PAY0003027,ORD0003027,50605.04,2026-05-30,Refunded,************9634
PAY0003035,ORD0003035,7813.72,2025-10-11,Success,************1997
PAY0003062,ORD0003062,2848.13,2026-02-27,Refunded,************9992
PAY0003075,ORD0003075,15816.36,2026-02-05,Failed,************6656
PAY0003121,ORD0003121,37435.36,2026-06-02,Success,************3589
PAY0003147,ORD0003147,52381.89,2025-09-23,Failed,************9257
PAY0003150,ORD0003150,45176.19,2026-04-30,Success,************4788
PAY0003183,ORD0003183,27295.8,2024-12-09,Failed,************1664
PAY0003205,ORD0003205,17541.43,2026-01-10,Success,************2604
PAY0003226,ORD0003226,123266.3,2024-08-07,Success,************2972
PAY0003240,ORD0003240,98013.44,2026-06-04,Failed,************9537
PAY0003247,ORD0003247,52731.8,2026-01-30,Refunded,************7180
PAY0003258,ORD0003258,44571.5,2025-03-21,Refunded,************3034
PAY0003270,ORD0003270,17541.43,2026-05-23,Failed,************4804
PAY0003283,ORD0003283,16209.6,2024-09-17,Refunded,************5287
PAY0003290,ORD0003290,83853.96,2025-08-09,Refunded,************8555
PAY0003315,ORD0003315,86693.6,2025-05-15,Refunded,************0327
PAY0003322,ORD0003322,87554.82,2025-04-16,Success,************9611
PAY0003351,ORD0003351,14628.27,2025-12-12,Refunded,************4719
PAY0003386,ORD0003386,71842.2,2026-07-02,Refunded,************1249
PAY0003389,ORD0003389,94569.3,2025-08-30,Refunded,************2396
PAY0003418,ORD0003418,4644.33,2025-02-18,Refunded,************2387
PAY0003436,ORD0003436,8257.43,2025-04-05,Refunded,************2432
PAY0003467,ORD0003467,50535.84,2025-11-18,Failed,************8751
PAY0003498,ORD0003498,63951.64,2025-04-09,Refunded,************6632
PAY0002654,ORD0002654,28970.2,2025-03-02,Success,************9178
PAY0002693,ORD0002693,149250.0,2026-04-25,Failed,************9623
PAY0002696,ORD0002696,39669.45,2025-03-23,Failed,************8186
PAY0002699,ORD0002699,114837.28,2025-11-27,Refunded,************5055
PAY0002742,ORD0002742,10240.98,2025-04-26,Refunded,************7163
PAY0002746,ORD0002746,69998.37,2025-09-04,Success,************3472
PAY0002750,ORD0002750,41287.15,2025-06-02,Success,************2773
PAY0002753,ORD0002753,8452.48,2025-01-25,Failed,************8123
PAY0002759,ORD0002759,4250.85,2025-05-13,Refunded,************2824
PAY0002766,ORD0002766,57167.6,2026-01-31,Refunded,************5342
PAY0002786,ORD0002786,48711.36,2024-08-10,Success,************8019
PAY0002793,ORD0002793,37052.64,2026-05-18,Success,************1746
PAY0002825,ORD0002825,112582.45,2025-10-22,Refunded,************0724
PAY0002885,ORD0002885,148882.25,2024-12-20,Refunded,************8676
